weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1023001
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1028599
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1033326
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1040563
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1114872
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1124841
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1135709
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1157012
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1164320
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1166361
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1194454
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1212009
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1226189
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1265648
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1266337
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,1366661
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1374720
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1389127
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1393930
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1395968
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1404205
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1441620
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1450272
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1455002
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,11,Yes,,,,,,,,UNKNOWN,,1460357
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9,No,,,,,,,,SUBJECT,,1460383
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1460585
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1500596
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1503286
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,1527738
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1541739
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1548543
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,5,No,,,,,,,,SUBJECT,,1602368
RIFLE,,BUSHMASTER FIREARMS,M4,,,2,No,,,,,,,,SUBJECT,,1602902
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1616844
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1619222
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1634743
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1635464
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1648314
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1649290
SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,6,No,,,,,,,,UNKNOWN,,1649858
SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P320,,,1,No,,,,,,,,UNKNOWN,,1650049
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1650155
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1667231
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1691003
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,4,No,,,,,,,,SUBJECT,,1702550
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1850040
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,1851340
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,1861535
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1912971
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1919563
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1952959
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1953679
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1987436
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,1997980
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2005526
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2008335
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2018468
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2059433
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,2061976
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2062524
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2067766
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2087813
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2115708
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2149810
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2156216
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,2156696
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2156733
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2164410
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2221328
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2221461
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2221744
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2235539
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,2237017
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,2269711
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2278030
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,2291768
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7,No,,,,,,,,SUBJECT,,2307633
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2336045
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2336460
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2353501
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2432020
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2448297
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,2464365
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,2503537
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2543368
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,2545086
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2545256
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2577864
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,2630855
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2702176
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2729311
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2766227
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2772218
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2788432
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2806336
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,8,No,,,,,,,,UNKNOWN,,2821123
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9,No,,,,,,,,UNKNOWN,,2821128
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2847865
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,2881107
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3008995
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3048090
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3066245
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3078829
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3083138
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3088170
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3121704
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3124514
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3128318
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,3165888
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3166671
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,3183505
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3235663
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3237508
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3255887
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3256252
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3256468
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3282190
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3282251
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3306317
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3322876
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3325674
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3364627
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3393317
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,UNKNOWN,,3412460
SEMI-AUTO PISTOL,,GLOCK GMBH,23,,,14,No,,,,,,,,UNKNOWN,,3412816
SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P226,,,1,No,,,,,,,,SUBJECT,,3414859
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,4,No,,,,,,,,UNKNOWN,,3415022
RIFLE,,DSA INC.,M4,,,2,No,,,,,,,,UNKNOWN,,3415065
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,UNKNOWN,,3415102
RIFLE,,SMITH & WESSON,M&P 15,,,5,No,,,,,,,,UNKNOWN,,3415118
SEMI-AUTO PISTOL,,GLOCK GMBH,21,,,4,No,,,,,,,,SUBJECT,,3415481
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3418817
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3423466
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3425267
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3479248
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3479248
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,3542577
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3543777
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3582039
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3592315
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3625355
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,3625450
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3731275
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3757741
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3764388
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3779259
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3784980
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3786940
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3795583
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3796599
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3889410
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3905566
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3964275
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3981746
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,3997489
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4188824
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4194455
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4247478
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,4283774
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4283774
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,4305122
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4323491
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4342706
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4351935
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4402124
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4402133
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,6,No,,,,,,,,SUBJECT,,4430478
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4459431
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4518614
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4554173
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4555538
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4562617
CHEMICAL WEAPON,,,,,,,,,,,,,,,NONE,,4635508
CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635737
CHEMICAL WEAPON,,,,,,,,,,,,,,,NONE,,4635750
CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635815
CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635816
CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635817
CHEMICAL WEAPON,,,,,,,,,,,,,,,NONE,,4635818
CHEMICAL WEAPON,,,,,,,,,,,,,,,UNKNOWN,,4635836
CHEMICAL WEAPON,,,,,,,,,,,,,,,OBJECT,,4635849
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4664330
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4686334
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,UNKNOWN,,4692677
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4720268
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4725920
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4741333
SEMI-AUTO PISTOL,,"S.I.G. (SWISS INDUSTRIEL GESELLSHAFT),SIG-ARMS,SIG-SAUER",P226,,,2,No,,,,,,,,SUBJECT,,4798329
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4807900
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3,No,,,,,,,,SUBJECT,,4819918
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4820392
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4840454
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4887495
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4888887
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4898406
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,4964702
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,4966776
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5124692
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,5136949
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5184036
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5196438
SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P228,,,3,No,,,,,,,,UNKNOWN,,5208466
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5238077
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,5258439
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5271859
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5277021
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5283418
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5402492
CHEMICAL WEAPON,,,,,,,No,,,,,,,,SUBJECT,,5437745
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,2,No,,,,,,,,SUBJECT,,5437745
TASER (PROBE DISCHARGE),,,,,,,No,,,,,,,,SUBJECT,,5437745
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,UNKNOWN,,5437763
OTHER (SPECIFY),,,,,,,,,,,,,,,SUBJECT,,5446070
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,13,Yes,,,,,,,,SUBJECT,,5453112
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5475790
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5476518
SEMI-AUTO PISTOL,,GLOCK GMBH,26,,,1,No,,,,,,,,SUBJECT,,5525512
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5552004
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5574695
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5603387
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5624180
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5695819
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5696805
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5728796
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5735356
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5745189
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5765502
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,5799594
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,5803374
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5806591
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5811990
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5897444
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,NONE,,5899540
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5909505
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5909581
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5909717
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5920493
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5922363
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5922448
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5923624
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5923870
OTHER (SPECIFY),,,,,,,No,,,,,,,,UNKNOWN,,5924119
SHOTGUN,,REMINGTON ARMS CO.,870,,,1,No,,,,,,,,UNKNOWN,,5924119
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5933119
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,5946921
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5956706
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5956753
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5977367
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,5993275
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,5996190
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6035201
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6042720
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6043797
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6044038
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6075304
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6075976
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6076795
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,6076801
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6077691
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6078326
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6081331
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6081987
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6082004
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,6083546
